SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
2,IE517507,9916778113607636,"The New Beach Road, Sorrento, Vic.",a00239,1920/1930,Shirley Jones collection of Victorian postcards.
2,IE517218,9916778123607636,"The Back Beach, Sorrento, Victoria.",a00240,1917/1923,Shirley Jones collection of Victorian postcards.
2,IE448352,9916778133607636,"The Front Beach, Sorrento, Victoria.",a00241,1913/1919,Shirley Jones collection of Victorian postcards.
2,IE501270,9916778163607636,"Mount Coppin, back Beach, Sorrento, Vic.",a00244,1917/1923,Shirley Jones collection of Victorian postcards.
2,IE473973,9916778173607636,"Back beach, Sorrento.",a00245,1904/1910,Shirley Jones collection of Victorian postcards.
2,IE489830,9916778203607636,"Sorrento, Front Beach",a00247,1902/1908,Shirley Jones collection of Victorian postcards.
2,IE548751,9916778213607636,"The back beach, from Jubilee Point, Sorrento, Vic.",a00248,1917/1923,Shirley Jones collection of Victorian postcards.
2,IE520575,9916778223607636,"The beach at Sorrento, Victoria.",a00249,1920/1926,Shirley Jones collection of Victorian postcards.
2,IE419893,9916778343607636,"Beach Mornington, Victoria",a00258,1905/1911,Shirley Jones collection of Victorian postcards.
2,IE7203302,9916689703607636,"'MODESTY,' BOTANICAL GARDENS, BALLARAT, VIC.",sj001339,1928/1953,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204051,9916690723607636,[Geometric design floral carpet or rug],sj001510,1951,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.
2,IE1375953,9917313923607636,"[Eastern Beach, Geelong, about 1932]",pc002428,1932,Shirley Jones collection of Victorian postcards. Geelong.
2,IE7336211,9918972423607636,[Elevations of Flinders Street Railway Station],ad000215,1900,James Fawcett collection
2,IE5771107,9939651503207636,"Elevated view of a rain washed Swanston Street looking towards Flinders Street from Town Hall roof: showing large crowd watching parade, marchers under flag",pi015734,1918,Small pictures collections
2,IE5766952,9939664970007636,"Elevated view of Flinders Street Station and St. Kilda Road, Melbourne, Victoria.",pi019265,1946/1954,Small pictures collections
2,IE1909493,9922613533607636,Flinders Street Station from Princes Bridge /,pi013902,1920,
2,IE1879748,9939658677007636,"Elevated view of Flinders Street Station and St. Kilda Road, Melbourne, Victoria.",pi019266,1946/1954,Small pictures collections
2,IE7205370,9916685633607636,"AVENUE OF HONO[U]R ARCH, BALLARAT, VIC.",sj001289,1925,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207634,9916685733607636,"THE GARDENS IN STURT STREET, BALLARAT, VICTORIA",sj001290,1920,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202318,9916685753607636,"STURT STREET, BALLARAT, VICTORIA",sj001291,1920,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7206934,9916685823607636,"STURT STREET, BALLARAT, VIC.",sj001292,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207600,9916685873607636,"STURT STREET LOOKING EAST, BALLARAT, VIC.",sj001293,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205668,9916688203607636,"STURT STREET, BALLARAT, VICTORIA",sj001294,1919,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207829,9916688213607636,"BRIDGE STREET, BALLARAT, VICTORIA",sj001295,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204317,9916688333607636,"ST.PAUL'S CHURCH, BALLARAT, VICTORIA",sj001296,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207924,9916688353607636,"THE STATUARY HOUSE, BOTANICAL GARDENS, BALLARAT",sj001297,1935,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207580,9916688443607636,"THE BOTANICAL GARDENS, BALLARAT, VICTORIA",sj001298,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202054,9916688483607636,"BOTANICAL GARDENS, BALLARAT, VIC.",sj001299,1930,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205444,9916688513607636,"LOOKING TOWARDS THE FERNERY. BALLARAT, VICTORIA.",sj001300,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE464211,9917166943607636,[Flinders Street looking east from Swanston Street],b47131,1913/1914,Street scenes of Melbourne.
2,IE391103,9917166913607636,[Flinders Street Railway Station],b47128,1913/1914,Street scenes of Melbourne.
2,IE7203722,9916688523607636,"KING GEORGE V. MEMORIAL, BALLARAT.",sj001301,1947,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205056,9916689263607636,"THE CONSERVATORY, BOTANIC GARDENS, BALLARAT",sj001302,1945,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202066,9916689273607636,"ADAM LINDSAY GORDON'S COTTAGE, BOTANICAL GARDENS, BALLARAT.",sj001303,1945,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203871,9916689313607636,"BRIDGE STREET, BALLARAT, VIC.",sj001304,1949,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202441,9916689343607636,"STURT STREET, BALLARAT, VIC.",sj001305,1947,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205267,9916689353607636,"EUREKA STOCKADE MONUMENT, BALLARAT, VIC.",sj001306,1947,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207689,9916689363607636,"THE GARDENS IN STURT STREET, BALLARAT, VIC.",sj001307,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203308,9916689373607636,"BRIDGE STREET, BALLARAT, VIC.",sj001308,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7208067,9916689383607636,"VIEW IN THE GARDENS, BALLARAT, VIC.",sj001309,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7208045,9916689393607636,"BOTANICAL GARDENS, BALLARAT, VIC.",sj001310,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203936,9916689403607636,"IN THE GARDENS, BALLARAT, VIC.",sj001311,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207406,9916689413607636,"LOWER STURT STREET, BALLARAT, VIC.",sj001312,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207849,9916689423607636,"STATUARY PAVILION, THE GARDENS, BALLARAT, VIC.",sj001313,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7206684,9916689443607636,"Australia. The Old Curiosity Shop, Ballarat East, Victoria.",sj001314,1902,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202588,9916689463607636,"[Warwick's 'Old Curiosity House', Ballarat, Victoria.]",sj001316,1900,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207541,9916689473607636,"WARWICK'S 'OLD CURIOSITY HOUSE,' BALLARAT, VIC.",sj001317,1900,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205264,9916689483607636,"[Warwick's 'Old Curiosity House,' Ballarat, Victoria.]",sj001318,1900,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7208087,9916689493607636,"[Warwick's 'Old Curiosity House,' Ballarat, Victoria.]",sj001319,1900,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207577,9916689503607636,"[Warwick's 'Old Curiosity House,' Ballarat, Victoria.]",sj001320,1900,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207446,9916689513607636,"DOLL'S HEADS, 'OLD CURIOSITY HOUSE,' BALLARAT.",sj001321,1943,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205599,9916689523607636,"[Warwick's 'Old Curiosity House', Ballarat, Victoria.]",sj001322,1943,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207814,9916689533607636,"'OLD CURIOSITY SHOP,' BALLARAT.",sj001323,1938,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207186,9916689563607636,"The Flight from Pompeii, Botanic Gardens, Ballarat.",sj001325,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203494,9916689573607636,"THE FLIGHT FROM POMPEII, BALLARAT GARDENS.",sj001326,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7208027,9916689583607636,"[The Flight from Pompeii, Ballarat Gardens.]",sj001327,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205106,9916689593607636,"'MODESTY,' BOTANICAL GARDENS, BALLARAT, VIC.",sj001328,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205160,9916689603607636,"'SUSANNAH,' THE GARDENS, BALLARAT, VIC.",sj001329,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207475,9916689613607636,"'REBEKAH,' BOTANICAL GARDENS, BALLARAT, VIC.",sj001330,1940,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205834,9916689633607636,"'THE FLIGHT FROM POMPEII,' THE GARDENS, BALLARAT.",sj001332,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207562,9916689643607636,"'Ruth,' The Gardens, Ballarat, Vic.",sj001333,1920,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205225,9916689653607636,"'Ruth,' The Gardens, Ballarat, Vic.",sj001334,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207769,9916689663607636,"'REBEKAH,' THE GARDENS, BALLARAT, VIC.",sj001335,1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205925,9916689673607636,"'REBEKAH,' BOTANICAL GARDENS, BALLARAT, VIC.",sj001336,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207660,9916689683607636,"'SUSANNAH,' THE GARDENS, BALLARAT, VICTORIA",sj001337,1920,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205308,9916689693607636,"'SUSANNAH,' THE GARDENS, BALLARAT, VICTORIA",sj001338,1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205940,9916689713607636,"[Statue in the Botanic Gardens, Ballarat.]",sj001340,1911,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204436,9916689733607636,"BOTANIC GARDENS, BALLARAT.",sj001341,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207460,9916689773607636,Sturt St Ballarat,sj001342,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE20163606,9938408863607636,"Studio portrait of a young woman, possibly a member of the Wellington family.",ro000019,1910/1915,Studio of Vincent Kelly. Glass negatives.
2,IE20163611,9938408683607636,Studio portrait of two women.,ro000001,1910/1915,Studio of Vincent Kelly. Glass negatives.
2,IE20212743,9938562283607636,Studio portrait of a man aiming a rifle with the aid of a telescope.,ro000040,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20231916,9938587953607636,"Studio portraits of a young man, family name possibly Reid.",ro000055,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20231951,9938587963607636,"Studio portrait of a baby, family name possibly Evans.",ro000056,1912/1928,Studio of Vincent Kelly. Glass negatives.
2,IE20232001,9938587943607636,"Studio portraits of a young man, family name possibly Jukes.",ro000054,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232066,9938588733607636,"Studio portrait of unidentified man, family name possibly Osborne.",ro000102,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232086,9938589373607636,"Studio portraits of a young man, family name possibly Carylon.",ro000166,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232131,9938588883607636,"Studio portrait of a little girl, family name possibly Ross.",ro000117,1922/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232156,9938588693607636,"Studio portrait of infant, possibly Florence Mabel Mustey.",ro000098,1915/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20232171,9938589523607636,"Studio portrait of a girl, family name possibly Munro.",ro000181,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232186,9938589133607636,"Studio portrait of two little girls, possibly members of the Murdoch family.",ro000142,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232196,9938589423607636,"Studio portrait of a young man, possibly William Charles.",ro000171,1902/1928,Studio of Vincent Kelly. Glass negatives.
2,IE20232251,9938589323607636,"Studio portraits of a young woman, family name possibly Waugh.",ro000161,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232281,9938588833607636,"Studio portraits of a long haired terrier, possibly belonging to the Cook family.",ro000112,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232291,9938589553607636,Metal samovar on a stand.,ro000184,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232301,9938589403607636,"Studio portrait of young man, family name possibly Bawden.",ro000169,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232326,9938589013607636,"Studio portrait of four unidentified children, standing in a row.",ro000130,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232336,9938588873607636,"Studio portrait of a young woman in costume, family name possibly Harwood.",ro000116,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232341,9938588753607636,"Studio portrait of a toddler, family name possibly Walker.",ro000104,1887/1913,Studio of Vincent Kelly. Glass negatives.
2,IE20232356,9938589023607636,"Studio portrait of a family, surname possibly Morrow.",ro000131,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232386,9938588993607636,Studio portrait of an unidentified baby.,ro000128,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232396,9938589173607636,"Studio portrait of baby, possibly member of Symon family.",ro000146,1901/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232456,9938588743607636,"Studio portraits of a little boy, family name possibly Pascoe.",ro000103,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20232466,9938589353607636,"Studio portrait of a young woman, family name possibly Thomas.",ro000164,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232486,9938589343607636,"Studio portrait of young woman, family name possibly Edwards.",ro000163,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232496,9938589363607636,"Studio portrait of a young woman, family name possibly Tall.",ro000165,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232506,9938588933607636,"Studio portrait of a girl, possibly a member of the Brady family.",ro000122,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20232516,9938589003607636,"Studio portrait of a baby, surname possibly Brady.",ro000129,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232531,9938589463607636,"Studio portrait of a young woman, possibly Gerte Ellen McCabe.",ro000175,1912/1928,Studio of Vincent Kelly. Glass negatives.
2,IE20232546,9938589393607636,"Studio portrait of a young man, family name possibly Tuohey.",ro000168,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232561,9938589333607636,"Studio portraits of a young woman, family name possibly Ryan.",ro000162,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20232586,9938588863607636,"Studio portrait of a young woman in costume, family name possibly Shaw.",ro000115,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232591,9938589073607636,Studio portrait of a young man aiming a rifle.,ro000136,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232596,9938589163607636,Studio portrait of unidentified baby.,ro000145,1901/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20232621,9938589433607636,"Studio portraits of a man, family name possibly McKnight.",ro000172,1901/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20309181,9938592473607636,"Studio portrait of two sisters, family name possibly Stillwell.",ro000216,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20309251,9938593283607636,"Studio portraits of a young woman, family name possibly Noyce.",ro000297,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20309256,9938593303607636,"Studio portrait of a woman, family name possibly Mills.",ro000299,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20309431,9938592463607636,"Studio portrait of a girl, family name possibly Stillwell.",ro000215,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20309546,9938593253607636,"Studio portraits of an infant, unidentified.",ro000294,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20309641,9938593043607636,"Studio portraits of a young woman, possibly a member of the Hugham or Mugham family.",ro000273,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20309646,9938593273607636,"Studio portraits of a young girl, unidentified.",ro000296,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20309721,9938592503607636,"Studio portrait of young girl sitting on a chair, family name possibly Earl.",ro000219,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20309786,9938592913607636,"Studio portraits of an infant, possibly a member of the Archbold family.",ro000260,1901/1941,Studio of Vincent Kelly. Glass negatives.
2,IE20310141,9938593243607636,Studio portrait of small boy on a rocking horse.,ro000293,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20310231,9938592963607636,"Studio portrait of a woman, possibly a member of the Mangan family.",ro000265,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20310266,9938592493607636,"Studio portrait of four brothers and sisters, family name possibly Smead.",ro000218,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20310271,9938592923607636,"Studio portraits of an infant, possibly a member of the Murphy family.",ro000261,1901/1941,Studio of Vincent Kelly. Glass negatives.
2,IE20310476,9938592933607636,"Studio portrait of a little girl, possibly a member of the Hartley family.",ro000262,1901/1941,Studio of Vincent Kelly. Glass negatives.
2,IE20310881,9938593123607636,"Studio portraits of a young man, possibly Charles William Horton.",ro000281,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20310896,9938592443607636,"Studio portrait, possibly Hazel Gordon Sheen as a young girl.",ro000213,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20310951,9938593013607636,"Studio portrait of a young woman, possibly Jane Elizabeth Braden Hamer.",ro000270,1903/1913,Studio of Vincent Kelly. Glass negatives.
2,IE20311011,9938592513607636,"Studio portrait of young girl, family name possibly Earl.",ro000220,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20311266,9938592483607636,"Studio portrait of three sisters, family name possibly Ryan.",ro000217,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20311281,9938592453607636,"Studio portrait, possibly Hazel Gordon Sheen as a young girl.",ro000214,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20311286,9938593293607636,"Studio portrait of a woman, family name possibly Massola.",ro000298,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20311301,9938592393607636,"Studio portrait of young man, family name possibly O'Brien.",ro000208,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20311351,9938593263607636,"Studio portrait of a girl, family name possibly McGoldrick.",ro000295,1897/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20311471,9938593083607636,Studio portrait of an unidentified woman.,ro000277,1901/1941,Studio of Vincent Kelly. Glass negatives.
2,IE20311656,9938593133607636,"Studio portrait of two men and two children, family name possibly Owens.",ro000282,1901/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379582,9938618853607636,"Studio portrait of a little girl and boy, possibly members of the Hooper family.",ro000342,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379592,9938618893607636,"Studio portrait of a woman and child, family name possibly Curley.",ro000346,1917/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20379612,9938618943607636,"Studio portrait of an unidentified nun, possibly a Sister of Mercy.",ro000351,1917/1953,Studio of Vincent Kelly. Glass negatives.
2,IE20379627,9938618203607636,"Studio portrait of elderly man, possibly member of the Milburn family.",ro000302,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379632,9938618873607636,Studio portraits of two unidentified little boys.,ro000344,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379702,9938618473607636,"Copy portrait of a woman, possibly Maria Gould Pinder.",ro000329,1887/1913,Studio of Vincent Kelly. Glass negatives.
2,IE20379707,9938619333607636,"Studio portrait of a man, family name possibly Knight.",ro000390,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379717,9938618183607636,Studio portrait of unidentified woman.,ro000300,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379762,9938619363607636,"Studio portrait of a little girl, possibly a member of the Maxwell family.",ro000393,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379792,9938619403607636,"Studio portrait of a young man, family name possibly Douglas.",ro000397,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379822,9938618463607636,"Copy portrait of Joseph Francis Pinder, Margaret Pinder and two children Beryl and Lorna.",ro000328,1910/1917,Studio of Vincent Kelly. Glass negatives.
2,IE20379827,9938618933607636,"Studio portrait of a little girl, family name possibly Condely.",ro000350,1907/1918,Studio of Vincent Kelly. Glass negatives.
2,IE20379847,9938619083607636,"Studio portraits of woman with a baby, probably mother and child.",ro000365,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20379872,9938619023607636,"Studio portrait of three young women, possibly Clarkson family, possibly daughters of James and Adelaide.",ro000359,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20379882,9938618423607636,"Studio portraits of two women, possibly Annie Theresa Porra and Rita Mary Porra Keogh.",ro000324,1912/1928,Studio of Vincent Kelly. Glass negatives.
2,IE20379937,9938618193607636,"Studio portrait of man in uniform and holding a trumpet, possibly a member of the Murray family.",ro000301,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20379952,9938618913607636,Studio portrait of an unidentified young man and woman.,ro000348,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20379982,9938618863607636,Studio portraits of two unidentified little boys.,ro000343,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20380012,9938618983607636,"Copy of a portrait photograph of a clergyman, family possibly Dee.",ro000355,1917/1953,Studio of Vincent Kelly. Glass negatives.
2,IE20380017,9938619073607636,"Studio portrait of young girl with a man and a woman, possibly Chambers family.",ro000364,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20623355,9938684413607636,"Studio portrait of a young man, possibly a member of the Dunn family.",ro000474,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20623370,9938684503607636,"Studio portrait of young girl, surname possibly Smith.",ro000483,1900/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20623380,9938684873607636,"Studio portrait of a boy, dressed as an altar server, family name possibly Grella.",ro000521,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20623420,9938683793607636,"Studio portrait of a young man, possibly a member of the Evans family.",ro000412,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20623455,9938685293607636,"Studio portrait of a young woman, possibly Lily Margaret Mulqueen.",ro000563,1912/1928,Studio of Vincent Kelly. Glass negatives.
2,IE7207951,9916689793607636,Lake Wendouree Ballarat,sj001343,1912,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202207,9916689803607636,Botanical Gardens Ballarat,sj001344,1912,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205035,9916689813607636,SHOPPEE SQUARE BALLARAT.,sj001345,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204015,9916689833607636,"STURT ST., BALLARAT",sj001346,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205006,9916689843607636,"BRIDGE ST., BALLARAT EAST.",sj001347,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205735,9916692303607636,"Corner of Lake Wendouree, Ballarat",sj001348,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207627,9916692333607636,"Corner of Lake Wendouree, Ballarat",sj001349,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE20623590,9938684513607636,"Studio portrait of young girl, surname possibly Smith.",ro000484,1900/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20623640,9938683763607636,"Studio portrait of a man wearing military style jacket, tartan over left shoulder, and feathered bonnet, family name possibly Davidson.",ro000409,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20623680,9938684963607636,"Studio portrait of a little boy, family name possibly Depper.",ro000530,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20623720,9938685393607636,"Studio portrait of two men, family name possibly Doran.",ro000573,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20623725,9938685513607636,"Studio portraits of young woman, surname possibly Boxer.",ro000585,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20623760,9938684533607636,"Studio portrait of young man, surname possibly Dean.",ro000486,1900/1910,Studio of Vincent Kelly. Glass negatives.
2,IE20623780,9938685373607636,Studio portrait of Father Duggan.,ro000571,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20623785,9938684543607636,"Studio portrait of young man, surname possibly Dean.",ro000487,1900/1910,Studio of Vincent Kelly. Glass negatives.
2,IE20623795,9938685273607636,"Studio portraits of a girl, family name possibly Peters.",ro000561,1912/1928,Studio of Vincent Kelly. Glass negatives.
2,IE20623825,9938684003607636,"Studio portrait of a young girl, family name possibly Stone.",ro000433,1919/1926,Studio of Vincent Kelly. Glass negatives.
2,IE7203695,9916692353607636,"View in the Water Reserves, Ballarat",sj001350,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207942,9916692363607636,"View in the water Reserves, Ballarat",sj001351,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202210,9916692373607636,"Spring Time, Ballarat Gardens",sj001352,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203350,9916692383607636,"Spring Time, Ballarat Gardens",sj001353,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202223,9916692393607636,"Entrance to Botanical Gardens, Ballarat.",sj001354,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203356,9916692413607636,"Eureka Stockade, Ballarat",sj001355,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205812,9916692423607636,"Botanical Gardens, Ballarat.",sj001356,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207472,9916692433607636,"Botanic Gardens, Ballarat",sj001357,1910,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207544,9916692443607636,"Botanical Gardens, Ballarat.",sj001358,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204296,9916692463607636,"Lily Pond, Botanic Gardens, Ballarat",sj001359,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207948,9916692493607636,"Botanical Gardens, Ballarat",sj001360,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
