IE PID,MMS ID,Title (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS),palettes,pal_1,pal_2,pal_3,pal_4,pal_5,alma_title,alma_title_statement,alma_summary,alma_p950,ner,pos
IE7205638,9916690483607636,"Shoppee and Alexandra Squares, Ballarat, Vic.",1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[61, 62, 37], [125, 119, 88], [184, 168, 125], [223, 210, 172], [230, 245, 242]]","[61, 62, 37]","[125, 119, 88]","[184, 168, 125]","[223, 210, 172]","[230, 245, 242]","Shoppee and Alexandra Squares, Ballarat, Vic.","Shoppee and Alexandra Squares, Ballarat, Vic.",Could not find,,"['Span[1:2]: ""Shoppee"" → PERSON (0.7394)', 'Span[3:5]: ""Alexandra Squares"" → PERSON (0.6587)', 'Span[12:18]: ""Shoppee and Alexandra Squares, Ballarat"" → WORK_OF_ART (0.7210)']","Sentence[33]: ""['Shoppee and Alexandra Squares, Ballarat, Vic.', 'Shoppee and Alexandra Squares, Ballarat, Vic.', 'Could not find', 'n/a']"" → [""['""/'', ""Shoppee""/NNP, ""and""/CC, ""Alexandra""/NNP, ""Squares""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shoppee""/NNP, ""and""/CC, ""Alexandra""/NNP, ""Squares""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7207840,9916690493607636,"Botanical Gardens, Ballarat",1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[21, 33, 17], [50, 68, 42], [85, 101, 70], [140, 144, 113], [242, 243, 206]]","[21, 33, 17]","[50, 68, 42]","[85, 101, 70]","[140, 144, 113]","[242, 243, 206]","Botanical Gardens, Ballarat","Botanical Gardens, Ballarat",Could not find,,"['Span[8:12]: ""Botanical Gardens, Ballarat"" → WORK_OF_ART (0.7509)']","Sentence[25]: ""['Botanical Gardens, Ballarat', 'Botanical Gardens, Ballarat', 'Could not find', 'n/a']"" → [""['""/``, ""Botanical""/NNP, ""Gardens""/NNPS, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Botanical""/NNP, ""Gardens""/NNPS, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7202378,9916690503607636,"Kirk's Dam, Water Reserve, Ballarat",1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[31, 39, 24], [81, 91, 65], [131, 142, 110], [178, 190, 165], [208, 219, 201]]","[31, 39, 24]","[81, 91, 65]","[131, 142, 110]","[178, 190, 165]","[208, 219, 201]","Kirk's Dam, Water Reserve, Ballarat","Kirk's Dam, Water Reserve, Ballarat",Could not find,,"['Span[1:7]: ""Kirk\'s Dam, Water Reserve"" → WORK_OF_ART (0.7771)', 'Span[8:9]: ""Ballarat"" → GPE (0.6260)', 'Span[12:20]: ""Kirk\'s Dam, Water Reserve, Ballarat"" → WORK_OF_ART (0.6865)']","Sentence[33]: ""[""Kirk's Dam, Water Reserve, Ballarat"", ""Kirk's Dam, Water Reserve, Ballarat"", 'Could not find', 'n/a']"" → [""[""""/``, ""Kirk""/NNP, ""'s""/POS, ""Dam""/NNP, "",""/,, ""Water""/NNP, ""Reserve""/NNP, "",""/,, ""Ballarat""/NNP, """"""/'', "",""/,, """"""/``, ""Kirk""/NNP, ""'s""/POS, ""Dam""/NNP, "",""/,, ""Water""/NNP, ""Reserve""/NNP, "",""/,, ""Ballarat""/NNP, """"""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE7205489,9916690513607636,Snow-Balling Ballarat,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[47, 47, 47], [100, 100, 100], [157, 157, 157], [208, 208, 208], [245, 245, 245]]","[47, 47, 47]","[100, 100, 100]","[157, 157, 157]","[208, 208, 208]","[245, 245, 245]",Snow-Balling Ballarat,Snow-Balling Ballarat,Shows men making and throwing snow balls.,,"['Span[5:9]: ""\'Snow-Balling Ballarat\'"" → WORK_OF_ART (0.8169)']","Sentence[25]: ""['Snow-Balling Ballarat', 'Snow-Balling Ballarat', 'Shows men making and throwing snow balls.', 'n/a']"" → [""['""/``, ""Snow-Balling""/NNP, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow-Balling""/NNP, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""men""/NNS, ""making""/VBG, ""and""/CC, ""throwing""/VBG, ""snow""/NN, ""balls.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7207968,9916690523607636,"Snow Scene, Sturt St. Gardens, Ballarat",1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[40, 40, 40], [93, 93, 93], [136, 136, 136], [184, 184, 184], [226, 226, 226]]","[40, 40, 40]","[93, 93, 93]","[136, 136, 136]","[184, 184, 184]","[226, 226, 226]","Snow Scene, Sturt St. Gardens, Ballarat","Snow Scene, Sturt St. Gardens, Ballarat",Shows boys making and throwing snow balls.,,"['Span[4:7]: ""Sturt St. Gardens"" → FAC (0.4606)', 'Span[8:9]: ""Ballarat"" → GPE (0.8266)', 'Span[12:14]: ""Snow Scene"" → WORK_OF_ART (0.8353)', 'Span[15:18]: ""Sturt St. Gardens"" → FAC (0.4800)', 'Span[19:20]: ""Ballarat"" → GPE (0.6738)']","Sentence[37]: ""['Snow Scene, Sturt St. Gardens, Ballarat', 'Snow Scene, Sturt St. Gardens, Ballarat', 'Shows boys making and throwing snow balls.', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Sturt""/NNP, ""St.""/NNP, ""Gardens""/NNP, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Sturt""/NNP, ""St.""/NNP, ""Gardens""/NNP, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""boys""/NNS, ""making""/VBG, ""and""/CC, ""throwing""/VBG, ""snow""/NN, ""balls.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7205697,9916690533607636,"Sturt St., Ballarat, After 1906 Record Snow Fall",1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[29, 29, 29], [72, 72, 72], [128, 128, 128], [187, 187, 187], [234, 234, 234]]","[29, 29, 29]","[72, 72, 72]","[128, 128, 128]","[187, 187, 187]","[234, 234, 234]","Sturt St., Ballarat, After 1906 Record Snow Fall","Sturt St., Ballarat, After 1906 Record Snow Fall",Could not find,,"['Span[4:5]: ""Ballarat"" → GPE (0.6886)', 'Span[7:12]: ""1906 Record Snow Fall\'"" → WORK_OF_ART (0.7577)', 'Span[13:25]: ""\'Sturt St., Ballarat, After 1906 Record Snow Fall\'"" → WORK_OF_ART (0.7332)']","Sentence[37]: ""['Sturt St., Ballarat, After 1906 Record Snow Fall', 'Sturt St., Ballarat, After 1906 Record Snow Fall', 'Could not find', 'n/a']"" → [""['""/``, ""Sturt""/NNP, ""St.""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""After""/IN, ""1906""/CD, ""Record""/NNP, ""Snow""/NNP, ""Fall""/NNP, ""'""/'', "",""/,, ""'""/'', ""Sturt""/NNP, ""St.""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""After""/IN, ""1906""/CD, ""Record""/NNP, ""Snow""/NNP, ""Fall""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7203782,9916690543607636,Nature's Counterpane Fernery Ballarat Gardens,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[52, 52, 52], [101, 101, 101], [159, 159, 159], [199, 199, 199], [221, 221, 221]]","[52, 52, 52]","[101, 101, 101]","[159, 159, 159]","[199, 199, 199]","[221, 221, 221]",Nature's Counterpane Fernery Ballarat Gardens,Nature's Counterpane Fernery Ballarat Gardens,Shows gardens following snow fall.,,"['Span[1:8]: ""Nature\'s Counterpane Fernery Ballarat Gardens"""" → WORK_OF_ART (0.6851)', 'Span[10:17]: ""Nature\'s Counterpane Fernery Ballarat Gardens"""" → WORK_OF_ART (0.7887)']","Sentence[31]: ""[""Nature's Counterpane Fernery Ballarat Gardens"", ""Nature's Counterpane Fernery Ballarat Gardens"", 'Shows gardens following snow fall.', 'n/a']"" → [""[""""/``, ""Nature""/NNP, ""'s""/POS, ""Counterpane""/NNP, ""Fernery""/NNP, ""Ballarat""/NNP, ""Gardens""/NNPS, """"""/'', "",""/,, """"""/``, ""Nature""/NNP, ""'s""/POS, ""Counterpane""/NNP, ""Fernery""/NNP, ""Ballarat""/NNP, ""Gardens""/NNPS, """"""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""gardens""/NNS, ""following""/VBG, ""snow""/NN, ""fall.""/., ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7204025,9916690553607636,Sturt St. Ballarat,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[35, 35, 35], [90, 90, 90], [135, 135, 135], [179, 179, 179], [225, 225, 225]]","[35, 35, 35]","[90, 90, 90]","[135, 135, 135]","[179, 179, 179]","[225, 225, 225]",Sturt St. Ballarat,Sturt St. Ballarat,Shows snow covered street.,,"['Span[1:4]: ""Sturt St. Ballarat"" → PERSON (0.6847)', 'Span[6:10]: ""\'Sturt St. Ballarat"" → WORK_OF_ART (0.5650)']","Sentence[24]: ""['Sturt St. Ballarat', 'Sturt St. Ballarat', 'Shows snow covered street.', 'n/a']"" → [""['""/``, ""Sturt""/NNP, ""St.""/NNP, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Sturt""/NNP, ""St.""/NNP, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""snow""/NN, ""covered""/VBN, ""street.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7204973,9916690563607636,Winter's Lovely Robe Ballarat Gardens,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[45, 45, 45], [94, 94, 94], [144, 144, 144], [199, 199, 199], [240, 240, 240]]","[45, 45, 45]","[94, 94, 94]","[144, 144, 144]","[199, 199, 199]","[240, 240, 240]",Winter's Lovely Robe Ballarat Gardens,Winter's Lovely Robe Ballarat Gardens,Shows gardens covered with snow.,,"['Span[1:7]: ""Winter\'s Lovely Robe Ballarat Gardens"" → WORK_OF_ART (0.7312)', 'Span[10:16]: ""Winter\'s Lovely Robe Ballarat Gardens"" → WORK_OF_ART (0.6752)']","Sentence[31]: ""[""Winter's Lovely Robe Ballarat Gardens"", ""Winter's Lovely Robe Ballarat Gardens"", 'Shows gardens covered with snow.', 'n/a']"" → [""[""""/``, ""Winter""/NNP, ""'s""/POS, ""Lovely""/NNP, ""Robe""/NNP, ""Ballarat""/NNP, ""Gardens""/NNPS, """"""/'', "",""/,, """"""/``, ""Winter""/NNP, ""'s""/POS, ""Lovely""/NNP, ""Robe""/NNP, ""Ballarat""/NNP, ""Gardens""/NNPS, """"""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""gardens""/NNS, ""covered""/VBN, ""with""/IN, ""snow.""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/NN, ""/""/,, ""a""/DT, ""']""/'']"
IE7207494,9916690573607636,Snow Scene Ballarat,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[23, 23, 23], [85, 85, 85], [155, 155, 155], [194, 194, 194], [239, 239, 239]]","[23, 23, 23]","[85, 85, 85]","[155, 155, 155]","[194, 194, 194]","[239, 239, 239]",Snow Scene  Ballarat,Snow Scene  Ballarat,Shows snow scene in Botanical Gardens.,,"['Span[1:4]: ""Snow Scene  Ballarat"" → WORK_OF_ART (0.7452)', 'Span[6:10]: ""\'Snow Scene  Ballarat"" → WORK_OF_ART (0.8493)', 'Span[12:20]: ""\'Shows snow scene in Botanical Gardens.\'"" → WORK_OF_ART (0.7531)']","Sentence[26]: ""['Snow Scene  Ballarat', 'Snow Scene  Ballarat', 'Shows snow scene in Botanical Gardens.', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""snow""/NN, ""scene""/NN, ""in""/IN, ""Botanical""/NNP, ""Gardens.""/NNP, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7203617,9916690583607636,"Snow Scene, Ballarat Gardens, 1905",1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[27, 42, 37], [76, 94, 85], [133, 148, 135], [187, 204, 186], [239, 240, 219]]","[27, 42, 37]","[76, 94, 85]","[133, 148, 135]","[187, 204, 186]","[239, 240, 219]","Snow Scene, Ballarat Gardens, 1905","Snow Scene, Ballarat Gardens, 1905",Could not find,,"['Span[1:3]: ""Snow Scene"" → WORK_OF_ART (0.6490)', 'Span[4:6]: ""Ballarat Gardens"" → FAC (0.2732)', 'Span[7:8]: ""1905"" → DATE (0.9641)', 'Span[11:16]: ""Snow Scene, Ballarat Gardens"" → WORK_OF_ART (0.7339)', 'Span[17:18]: ""1905"" → DATE (0.8259)']","Sentence[31]: ""['Snow Scene, Ballarat Gardens, 1905', 'Snow Scene, Ballarat Gardens, 1905', 'Could not find', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, "",""/,, ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, "",""/,, ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7207148,9916690593607636,A White Australia Scene at Ballarat,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[31, 44, 32], [83, 97, 82], [140, 146, 128], [199, 205, 194], [247, 249, 245]]","[31, 44, 32]","[83, 97, 82]","[140, 146, 128]","[199, 205, 194]","[247, 249, 245]",A White Australia Scene at Ballarat,A White Australia Scene at Ballarat,Shows Botanical Gardens covered in snow.,,"['Span[1:5]: ""A White Australia Scene"" → WORK_OF_ART (0.7277)', 'Span[9:16]: ""\'A White Australia Scene at Ballarat"" → WORK_OF_ART (0.7558)', 'Span[18:22]: ""\'Shows Botanical Gardens"" → WORK_OF_ART (0.7538)']","Sentence[32]: ""['A White Australia Scene at Ballarat', 'A White Australia Scene at Ballarat', 'Shows Botanical Gardens covered in snow.', 'n/a']"" → [""['""/``, ""A""/DT, ""White""/NNP, ""Australia""/NNP, ""Scene""/NNP, ""at""/IN, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""A""/DT, ""White""/NNP, ""Australia""/NNP, ""Scene""/NNP, ""at""/IN, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""Botanical""/NNP, ""Gardens""/NNPS, ""covered""/VBN, ""in""/IN, ""snow.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/,, ""a""/DT, ""']""/'']"
IE7206908,9916690603607636,"Snow Scene, Sturt Street, Ballarat, 1905",1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[33, 34, 24], [94, 98, 85], [160, 163, 147], [212, 223, 196], [245, 247, 225]]","[33, 34, 24]","[94, 98, 85]","[160, 163, 147]","[212, 223, 196]","[245, 247, 225]","Snow Scene, Sturt Street, Ballarat, 1905","Snow Scene, Sturt Street, Ballarat, 1905",Shows statue of Burns.,,"['Span[1:3]: ""Snow Scene"" → WORK_OF_ART (0.5964)', 'Span[4:6]: ""Sturt Street"" → WORK_OF_ART (0.4588)', 'Span[7:8]: ""Ballarat"" → GPE (0.5353)', 'Span[13:15]: ""Snow Scene"" → WORK_OF_ART (0.8932)', 'Span[16:20]: ""Sturt Street, Ballarat"" → WORK_OF_ART (0.6961)', 'Span[21:22]: ""1905"" → DATE (0.4916)']","Sentence[36]: ""['Snow Scene, Sturt Street, Ballarat, 1905', 'Snow Scene, Sturt Street, Ballarat, 1905', 'Shows statue of Burns.', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Sturt""/NNP, ""Street""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Sturt""/NNP, ""Street""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""statue""/NN, ""of""/IN, ""Burns.""/NNP, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/NN, ""']""/'']"
IE7202450,9916690613607636,"Snow Scene, Ballarat Gardens, 1905",1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[59, 68, 62], [95, 102, 95], [136, 139, 131], [174, 178, 167], [226, 212, 199]]","[59, 68, 62]","[95, 102, 95]","[136, 139, 131]","[174, 178, 167]","[226, 212, 199]","Snow Scene, Ballarat Gardens, 1905","Snow Scene, Ballarat Gardens, 1905",Could not find,,"['Span[1:3]: ""Snow Scene"" → WORK_OF_ART (0.6490)', 'Span[4:6]: ""Ballarat Gardens"" → FAC (0.2732)', 'Span[7:8]: ""1905"" → DATE (0.9641)', 'Span[11:16]: ""Snow Scene, Ballarat Gardens"" → WORK_OF_ART (0.7339)', 'Span[17:18]: ""1905"" → DATE (0.8259)']","Sentence[31]: ""['Snow Scene, Ballarat Gardens, 1905', 'Snow Scene, Ballarat Gardens, 1905', 'Could not find', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, "",""/,, ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, "",""/,, ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7201916,9916690623607636,"Snow Scene, Ballarat Gardens. 1905",1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[64, 74, 66], [106, 114, 102], [158, 161, 146], [194, 205, 184], [243, 226, 207]]","[64, 74, 66]","[106, 114, 102]","[158, 161, 146]","[194, 205, 184]","[243, 226, 207]","Snow Scene, Ballarat Gardens. 1905","Snow Scene, Ballarat Gardens. 1905",Could not find,,"['Span[4:6]: ""Ballarat Gardens"" → FAC (0.6368)', 'Span[0:1]: ""1905"" → DATE (0.8326)', 'Span[4:6]: ""Snow Scene"" → WORK_OF_ART (0.5080)', 'Span[7:9]: ""Ballarat Gardens"" → FAC (0.8009)', 'Span[0:1]: ""1905"" → DATE (0.7654)']","Sentence[31]: ""['Snow Scene, Ballarat Gardens. 1905', 'Snow Scene, Ballarat Gardens. 1905', 'Could not find', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, "".""/., ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNPS, "".""/., ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7201799,9916690633607636,"Snow Scene, Ballarat Gardens. 1905",1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[59, 72, 61], [108, 119, 102], [157, 167, 145], [201, 204, 180], [247, 243, 215]]","[59, 72, 61]","[108, 119, 102]","[157, 167, 145]","[201, 204, 180]","[247, 243, 215]","Snow Scene, Ballarat Gardens. 1905","Snow Scene, Ballarat Gardens. 1905",Could not find,,"['Span[4:6]: ""Ballarat Gardens"" → FAC (0.6368)', 'Span[0:1]: ""1905"" → DATE (0.8326)', 'Span[4:6]: ""Snow Scene"" → WORK_OF_ART (0.5080)', 'Span[7:9]: ""Ballarat Gardens"" → FAC (0.8009)', 'Span[0:1]: ""1905"" → DATE (0.7654)']","Sentence[31]: ""['Snow Scene, Ballarat Gardens. 1905', 'Snow Scene, Ballarat Gardens. 1905', 'Could not find', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, "".""/., ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNPS, "".""/., ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7201482,9916690643607636,"Snow Scene, Ballarat Gardens. 1905",1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,,,,,,,"Snow Scene, Ballarat Gardens. 1905","Snow Scene, Ballarat Gardens. 1905",Could not find,,"['Span[4:6]: ""Ballarat Gardens"" → FAC (0.6368)', 'Span[0:1]: ""1905"" → DATE (0.8326)', 'Span[4:6]: ""Snow Scene"" → WORK_OF_ART (0.5080)', 'Span[7:9]: ""Ballarat Gardens"" → FAC (0.8009)', 'Span[0:1]: ""1905"" → DATE (0.7654)']","Sentence[31]: ""['Snow Scene, Ballarat Gardens. 1905', 'Snow Scene, Ballarat Gardens. 1905', 'Could not find', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, "".""/., ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNPS, "".""/., ""1905""/CD, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7201472,9916690653607636,"Snow Scene, Ballarat Gardens",1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,,,,,,,"Snow Scene, Ballarat Gardens","Snow Scene, Ballarat Gardens",Could not find,,"['Span[0:7]: ""[\'Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.7322)', 'Span[9:15]: ""Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.8016)']","Sentence[27]: ""['Snow Scene, Ballarat Gardens', 'Snow Scene, Ballarat Gardens', 'Could not find', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE7202204,9916690663607636,"Snow Scene, Ballarat Gardens",1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[47, 54, 51], [108, 110, 96], [154, 152, 130], [204, 199, 175], [248, 245, 220]]","[47, 54, 51]","[108, 110, 96]","[154, 152, 130]","[204, 199, 175]","[248, 245, 220]","Snow Scene, Ballarat Gardens","Snow Scene, Ballarat Gardens","Shows women and girls wearing winter clothing including coats, scarves and muffs.",,"['Span[0:7]: ""[\'Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.6457)', 'Span[9:15]: ""Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.7616)']","Sentence[37]: ""['Snow Scene, Ballarat Gardens', 'Snow Scene, Ballarat Gardens', 'Shows women and girls wearing winter clothing including coats, scarves and muffs.', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""women""/NNS, ""and""/CC, ""girls""/NNS, ""wearing""/VBG, ""winter""/NN, ""clothing""/NN, ""including""/VBG, ""coats""/NNS, "",""/,, ""scarves""/NNS, ""and""/CC, ""muffs.""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/NN, ""/""/,, ""a""/NN, ""']""/'']"
IE7202705,9916690683607636,"Arresting the Snow man, Ballarat",1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[81, 77, 67], [129, 117, 95], [179, 158, 130], [200, 191, 163], [226, 218, 194]]","[81, 77, 67]","[129, 117, 95]","[179, 158, 130]","[200, 191, 163]","[226, 218, 194]","Arresting the Snow man, Ballarat","Arresting the Snow man, Ballarat","Shows two policemen, men and boys beside snowman.",,"['Span[6:7]: ""Ballarat"" → PERSON (0.8961)', 'Span[10:13]: ""Arresting the Snow"" → WORK_OF_ART (0.7614)', 'Span[15:16]: ""Ballarat"" → PERSON (0.6720)']","Sentence[35]: ""['Arresting the Snow man, Ballarat', 'Arresting the Snow man, Ballarat', 'Shows two policemen, men and boys beside snowman.', 'n/a']"" → [""['""/``, ""Arresting""/VBG, ""the""/DT, ""Snow""/NNP, ""man""/NN, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Arresting""/VBG, ""the""/DT, ""Snow""/NNP, ""man""/NN, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""two""/CD, ""policemen""/NNS, "",""/,, ""men""/NNS, ""and""/CC, ""boys""/NNS, ""beside""/IN, ""snowman.""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
